"stat","url","base_stat","name","im1","im2","pos"
"speed","https://pokeapi.co/api/v2/stat/6/",60,"barboach","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/339.svg",339
"hp","https://pokeapi.co/api/v2/stat/1/",110,"whiscash","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/340.svg",340
"attack","https://pokeapi.co/api/v2/stat/2/",78,"whiscash","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/340.svg",340
"defense","https://pokeapi.co/api/v2/stat/3/",73,"whiscash","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/340.svg",340
"special-attack","https://pokeapi.co/api/v2/stat/4/",76,"whiscash","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/340.svg",340
"special-defense","https://pokeapi.co/api/v2/stat/5/",71,"whiscash","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/340.svg",340
"speed","https://pokeapi.co/api/v2/stat/6/",60,"whiscash","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/340.svg",340
"hp","https://pokeapi.co/api/v2/stat/1/",43,"corphish","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/341.svg",341
"attack","https://pokeapi.co/api/v2/stat/2/",80,"corphish","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/341.svg",341
"defense","https://pokeapi.co/api/v2/stat/3/",65,"corphish","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/341.svg",341
"special-attack","https://pokeapi.co/api/v2/stat/4/",50,"corphish","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/341.svg",341
"special-defense","https://pokeapi.co/api/v2/stat/5/",35,"corphish","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/341.svg",341
"speed","https://pokeapi.co/api/v2/stat/6/",35,"corphish","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/341.svg",341
"hp","https://pokeapi.co/api/v2/stat/1/",63,"crawdaunt","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/342.svg",342
"attack","https://pokeapi.co/api/v2/stat/2/",120,"crawdaunt","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/342.svg",342
"defense","https://pokeapi.co/api/v2/stat/3/",85,"crawdaunt","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/342.svg",342
"special-attack","https://pokeapi.co/api/v2/stat/4/",90,"crawdaunt","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/342.svg",342
"special-defense","https://pokeapi.co/api/v2/stat/5/",55,"crawdaunt","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/342.svg",342
"speed","https://pokeapi.co/api/v2/stat/6/",55,"crawdaunt","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/342.svg",342
"hp","https://pokeapi.co/api/v2/stat/1/",40,"baltoy","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/343.svg",343
"attack","https://pokeapi.co/api/v2/stat/2/",40,"baltoy","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/343.svg",343
"defense","https://pokeapi.co/api/v2/stat/3/",55,"baltoy","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/343.svg",343
"special-attack","https://pokeapi.co/api/v2/stat/4/",40,"baltoy","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/343.svg",343
"special-defense","https://pokeapi.co/api/v2/stat/5/",70,"baltoy","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/343.svg",343
"speed","https://pokeapi.co/api/v2/stat/6/",55,"baltoy","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/343.svg",343
"hp","https://pokeapi.co/api/v2/stat/1/",60,"claydol","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/344.svg",344
"attack","https://pokeapi.co/api/v2/stat/2/",70,"claydol","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/344.svg",344
"defense","https://pokeapi.co/api/v2/stat/3/",105,"claydol","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/344.svg",344
"special-attack","https://pokeapi.co/api/v2/stat/4/",70,"claydol","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/344.svg",344
"special-defense","https://pokeapi.co/api/v2/stat/5/",120,"claydol","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/344.svg",344
"speed","https://pokeapi.co/api/v2/stat/6/",75,"claydol","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/344.svg",344
"hp","https://pokeapi.co/api/v2/stat/1/",66,"lileep","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/345.svg",345
"attack","https://pokeapi.co/api/v2/stat/2/",41,"lileep","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/345.svg",345
"defense","https://pokeapi.co/api/v2/stat/3/",77,"lileep","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/345.svg",345
"special-attack","https://pokeapi.co/api/v2/stat/4/",61,"lileep","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/345.svg",345
"special-defense","https://pokeapi.co/api/v2/stat/5/",87,"lileep","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/345.svg",345
"speed","https://pokeapi.co/api/v2/stat/6/",23,"lileep","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/345.svg",345
"hp","https://pokeapi.co/api/v2/stat/1/",86,"cradily","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/346.svg",346
"attack","https://pokeapi.co/api/v2/stat/2/",81,"cradily","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/346.svg",346
"defense","https://pokeapi.co/api/v2/stat/3/",97,"cradily","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/346.svg",346
"special-attack","https://pokeapi.co/api/v2/stat/4/",81,"cradily","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/346.svg",346
"special-defense","https://pokeapi.co/api/v2/stat/5/",107,"cradily","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/346.svg",346
"speed","https://pokeapi.co/api/v2/stat/6/",43,"cradily","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/346.svg",346
"hp","https://pokeapi.co/api/v2/stat/1/",45,"anorith","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/347.svg",347
"attack","https://pokeapi.co/api/v2/stat/2/",95,"anorith","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/347.svg",347
"defense","https://pokeapi.co/api/v2/stat/3/",50,"anorith","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/347.svg",347
"special-attack","https://pokeapi.co/api/v2/stat/4/",40,"anorith","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/347.svg",347
"special-defense","https://pokeapi.co/api/v2/stat/5/",50,"anorith","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/347.svg",347
"speed","https://pokeapi.co/api/v2/stat/6/",75,"anorith","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/347.svg",347
"hp","https://pokeapi.co/api/v2/stat/1/",75,"armaldo","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/348.svg",348
"attack","https://pokeapi.co/api/v2/stat/2/",125,"armaldo","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/348.svg",348
"defense","https://pokeapi.co/api/v2/stat/3/",100,"armaldo","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/348.svg",348
"special-attack","https://pokeapi.co/api/v2/stat/4/",70,"armaldo","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/348.svg",348
"special-defense","https://pokeapi.co/api/v2/stat/5/",80,"armaldo","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/348.svg",348
"speed","https://pokeapi.co/api/v2/stat/6/",45,"armaldo","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/348.svg",348
"hp","https://pokeapi.co/api/v2/stat/1/",20,"feebas","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/349.svg",349
"attack","https://pokeapi.co/api/v2/stat/2/",15,"feebas","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/349.svg",349
"defense","https://pokeapi.co/api/v2/stat/3/",20,"feebas","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/349.svg",349
"special-attack","https://pokeapi.co/api/v2/stat/4/",10,"feebas","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/349.svg",349
"special-defense","https://pokeapi.co/api/v2/stat/5/",55,"feebas","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/349.svg",349
"speed","https://pokeapi.co/api/v2/stat/6/",80,"feebas","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/349.svg",349
"hp","https://pokeapi.co/api/v2/stat/1/",95,"milotic","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/350.svg",350
"attack","https://pokeapi.co/api/v2/stat/2/",60,"milotic","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/350.svg",350
"defense","https://pokeapi.co/api/v2/stat/3/",79,"milotic","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/350.svg",350
"special-attack","https://pokeapi.co/api/v2/stat/4/",100,"milotic","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/350.svg",350
"special-defense","https://pokeapi.co/api/v2/stat/5/",125,"milotic","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/350.svg",350
"speed","https://pokeapi.co/api/v2/stat/6/",81,"milotic","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/350.svg",350
"hp","https://pokeapi.co/api/v2/stat/1/",70,"castform","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/351.svg",351
"attack","https://pokeapi.co/api/v2/stat/2/",70,"castform","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/351.svg",351
"defense","https://pokeapi.co/api/v2/stat/3/",70,"castform","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/351.svg",351
"special-attack","https://pokeapi.co/api/v2/stat/4/",70,"castform","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/351.svg",351
"special-defense","https://pokeapi.co/api/v2/stat/5/",70,"castform","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/351.svg",351
"speed","https://pokeapi.co/api/v2/stat/6/",70,"castform","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/351.svg",351
"hp","https://pokeapi.co/api/v2/stat/1/",60,"kecleon","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/352.svg",352
"attack","https://pokeapi.co/api/v2/stat/2/",90,"kecleon","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/352.svg",352
"defense","https://pokeapi.co/api/v2/stat/3/",70,"kecleon","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/352.svg",352
"special-attack","https://pokeapi.co/api/v2/stat/4/",60,"kecleon","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/352.svg",352
"special-defense","https://pokeapi.co/api/v2/stat/5/",120,"kecleon","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/352.svg",352
"speed","https://pokeapi.co/api/v2/stat/6/",40,"kecleon","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/352.svg",352
"hp","https://pokeapi.co/api/v2/stat/1/",44,"shuppet","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/353.svg",353
"attack","https://pokeapi.co/api/v2/stat/2/",75,"shuppet","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/353.svg",353
"defense","https://pokeapi.co/api/v2/stat/3/",35,"shuppet","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/353.svg",353
"special-attack","https://pokeapi.co/api/v2/stat/4/",63,"shuppet","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/353.svg",353
"special-defense","https://pokeapi.co/api/v2/stat/5/",33,"shuppet","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/353.svg",353
"speed","https://pokeapi.co/api/v2/stat/6/",45,"shuppet","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/353.svg",353
"hp","https://pokeapi.co/api/v2/stat/1/",64,"banette","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/354.svg",354
"attack","https://pokeapi.co/api/v2/stat/2/",115,"banette","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/354.svg",354
"defense","https://pokeapi.co/api/v2/stat/3/",65,"banette","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/354.svg",354
"special-attack","https://pokeapi.co/api/v2/stat/4/",83,"banette","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/354.svg",354
"special-defense","https://pokeapi.co/api/v2/stat/5/",63,"banette","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/354.svg",354
"speed","https://pokeapi.co/api/v2/stat/6/",65,"banette","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/354.svg",354
"hp","https://pokeapi.co/api/v2/stat/1/",20,"duskull","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/355.svg",355
"attack","https://pokeapi.co/api/v2/stat/2/",40,"duskull","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/355.svg",355
"defense","https://pokeapi.co/api/v2/stat/3/",90,"duskull","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/355.svg",355
"special-attack","https://pokeapi.co/api/v2/stat/4/",30,"duskull","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/355.svg",355
"special-defense","https://pokeapi.co/api/v2/stat/5/",90,"duskull","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/355.svg",355
"speed","https://pokeapi.co/api/v2/stat/6/",25,"duskull","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/355.svg",355
"hp","https://pokeapi.co/api/v2/stat/1/",40,"dusclops","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/356.svg",356
"attack","https://pokeapi.co/api/v2/stat/2/",70,"dusclops","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/356.svg",356
"defense","https://pokeapi.co/api/v2/stat/3/",130,"dusclops","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/356.svg",356
"special-attack","https://pokeapi.co/api/v2/stat/4/",60,"dusclops","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/356.svg",356
"special-defense","https://pokeapi.co/api/v2/stat/5/",130,"dusclops","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/356.svg",356
"speed","https://pokeapi.co/api/v2/stat/6/",25,"dusclops","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/356.svg",356
"hp","https://pokeapi.co/api/v2/stat/1/",99,"tropius","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/357.svg",357
"attack","https://pokeapi.co/api/v2/stat/2/",68,"tropius","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/357.svg",357
"defense","https://pokeapi.co/api/v2/stat/3/",83,"tropius","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/357.svg",357
